nat_lable,advx_lable,perturbation,data_norm
13,8,1.6744289,32.188984
8,11,1.6744288,31.848043
12,11,1.6744288,31.77301
12,9,1.6744288,32.077984
13,16,1.6744289,31.599922
11,8,1.6744289,31.441916
12,9,1.6744289,32.541054
16,9,1.6744289,33.378136
10,9,1.6744288,32.952057
13,11,1.6744288,31.653542
13,11,1.6744288,31.886496
13,11,1.6744289,30.960346
13,11,1.6744288,30.328527
13,12,1.6744289,31.107565
12,13,1.6744289,31.968838
10,16,1.6744289,31.726297
15,10,1.6744288,32.67021
13,16,1.6744288,32.779346
15,14,1.6744288,31.660975
13,10,1.6744289,31.54079
13,15,1.6744289,30.966125
15,11,1.6744289,32.10356
10,15,1.6744289,32.354137
15,9,1.6744288,32.217426
13,16,1.6744288,32.196125
13,15,1.6744289,32.556755
13,12,1.6744289,31.868597
13,15,1.6744289,31.34733
15,13,1.6744289,31.733568
15,13,1.6744288,31.055973
13,15,1.6744289,32.358887
13,15,1.6744288,31.621878
13,14,1.6744288,30.853508
13,15,1.6744288,32.37384
13,14,1.6744288,31.801147
13,15,1.6744289,32.16389
13,12,1.6744288,33.00607
13,15,1.6744289,31.206928
13,16,1.6744289,32.49925
13,15,1.6744288,31.91681
13,15,1.6744289,31.915413
13,15,1.6744288,32.870544
13,16,1.6744289,32.679752
15,14,1.6744289,32.385674
13,16,1.6744289,31.832817
13,15,1.6744288,33.10569
15,16,1.6744288,31.60026
13,15,1.6744288,33.041195
13,15,1.6744289,32.440083
13,16,1.6744289,32.319332
13,13,1.6744289,31.474142
13,15,1.6744289,31.345676
13,15,1.6744288,32.40594
13,12,1.6744288,32.19285
13,15,1.6744289,32.318
13,15,1.6744288,31.054487
13,16,1.6744289,31.704174
13,15,1.6744289,32.22142
15,13,1.6744288,31.251066
13,14,1.6744289,32.436176
13,15,1.6744289,33.03791
13,15,1.6744289,32.220654
13,15,1.6744289,32.456585
13,15,1.6744289,31.272543
13,15,1.6744288,30.553427
13,16,1.6744289,32.177723
13,15,1.6744288,32.320957
13,15,1.6744288,31.04536
13,15,1.6744289,33.28189
13,14,1.6744288,32.44638
13,13,1.6744288,32.630665
13,15,1.6744288,32.913677
13,15,1.6744288,32.118755
13,15,1.6744288,32.80585
13,16,1.6744288,32.550716
13,15,1.6744288,31.776361
13,9,1.6744289,32.333496
13,13,1.6744288,32.279877
13,16,1.6744289,31.647877
13,15,1.6744289,33.392143
13,16,1.6744288,31.950623
13,15,1.6744288,31.865925
13,16,1.6744289,32.889183
13,16,1.6744288,31.575583
13,15,1.6744288,32.259296
13,12,1.6744289,32.876774
13,13,1.6744289,32.85747
13,14,1.6744288,32.133854
13,13,1.6744289,31.536985
13,15,1.6744289,31.186405
13,13,1.6744288,31.60274
13,15,1.6744288,32.06128
13,16,1.6744289,31.802044
13,13,1.6744288,32.194496
13,16,1.6744288,32.15516
13,16,1.6744289,32.023037
13,15,1.6744288,32.432404
13,15,1.6744289,32.72678
13,16,1.6744289,31.960608
13,16,1.6744289,32.5093
13,15,1.6744289,31.404848
13,13,1.6744288,31.057072
13,15,1.6744289,32.950867
13,15,1.6744289,32.045124
13,13,1.6744289,32.86469
13,13,1.6744289,31.753984
13,16,1.6744289,32.359146
13,15,1.6744289,31.661531
13,15,1.6744289,32.498238
13,15,1.6744288,32.595745
13,16,1.6744289,31.609293
13,15,1.6744288,31.50121
13,16,1.6744288,32.662746
13,15,1.6744288,30.60605
13,15,1.6744288,31.783485
13,12,1.6744288,31.812157
13,15,1.6744288,32.780254
13,16,1.6744288,31.391062
13,15,1.6744288,30.481909
13,14,1.6744288,32.38476
