nat_lable,advx_lable,perturbation,data_norm
13,8,1.3944988,32.188984
8,13,1.3102162,31.848043
12,11,1.4636236,31.77301
12,9,1.2804148,32.077984
13,16,1.452693,31.599922
11,12,1.4438983,31.441916
12,11,1.3989766,32.541054
16,9,1.2747346,33.378136
10,9,1.1165534,32.952057
13,11,1.3909389,31.653542
13,11,1.4465574,31.886496
13,9,1.2258288,30.960346
13,16,1.3987913,30.328527
13,12,1.3557776,31.107565
12,13,1.3379554,31.968838
10,16,1.3108156,31.726297
15,10,1.351938,32.67021
13,15,1.2796978,32.779346
15,14,1.4170519,31.660975
13,11,1.3992388,31.54079
13,15,1.352225,30.966125
15,13,1.3479519,32.10356
10,13,1.3277102,32.354137
15,13,1.2621012,32.217426
13,15,1.2544339,32.196125
13,15,1.2426476,32.556755
13,16,1.4372102,31.868597
13,15,1.3004198,31.34733
15,13,1.154055,31.733568
15,13,1.1587615,31.055973
13,15,1.2425147,32.358887
13,15,1.2867593,31.621878
13,15,1.2667558,30.853508
13,15,1.3393667,32.37384
13,16,1.2922647,31.801147
13,15,1.2238098,32.16389
13,15,1.2442143,33.00607
13,15,1.2012686,31.206928
13,14,1.297901,32.49925
13,15,1.253172,31.91681
13,15,1.3252357,31.915413
13,15,1.2649579,32.870544
13,15,1.1681893,32.679752
15,13,1.1491876,32.385674
13,15,1.180598,31.832817
13,15,1.2581567,33.10569
15,14,1.1595078,31.60026
13,15,1.2607316,33.041195
13,15,1.2164704,32.440083
13,15,1.3130136,32.319332
13,13,1.3817052,31.474142
13,15,1.1393415,31.345676
13,15,1.2438616,32.40594
13,15,1.2452658,32.19285
13,15,1.1726382,32.318
13,15,1.1500301,31.054487
13,14,1.1889825,31.704174
13,15,1.1462879,32.22142
15,13,1.1613522,31.251066
13,15,1.2053756,32.436176
13,15,1.1253903,33.03791
13,15,1.1297854,32.220654
13,14,1.2320958,32.456585
13,15,1.2218974,31.272543
13,15,1.2136842,30.553427
13,15,1.2397152,32.177723
13,15,1.152014,32.320957
13,15,1.2132049,31.04536
13,15,1.1973587,33.28189
13,15,1.3147489,32.44638
13,13,1.3821582,32.630665
13,15,1.246895,32.913677
13,15,1.229954,32.118755
13,15,1.1750329,32.80585
13,15,1.2336904,32.550716
13,15,1.2041163,31.776361
13,9,1.2135575,32.333496
13,13,1.4464388,32.279877
13,15,1.1676332,31.647877
13,15,1.2242501,33.392143
13,15,1.1258881,31.950623
13,15,1.2321684,31.865925
13,15,1.2824634,32.889183
13,15,1.2271459,31.575583
13,15,1.218745,32.259296
13,15,1.2000022,32.876774
13,13,1.4045577,32.85747
13,15,1.2711565,32.133854
13,13,1.3894348,31.536985
13,15,1.1519393,31.186405
13,13,1.3344688,31.60274
13,15,1.2467375,32.06128
13,15,1.1253934,31.802044
13,13,1.3932596,32.194496
13,15,1.1973846,32.15516
13,15,1.1657606,32.023037
13,15,1.1189173,32.432404
13,15,1.1343887,32.72678
13,15,1.2312218,31.960608
13,15,1.1717612,32.5093
13,15,1.2589736,31.404848
13,13,1.3905536,31.057072
13,15,1.2355494,32.950867
13,15,1.2112292,32.045124
13,13,1.3780648,32.86469
13,13,1.394397,31.753984
13,14,1.1806575,32.359146
13,15,1.1601759,31.661531
13,15,1.1594313,32.498238
13,15,1.2633482,32.595745
13,15,1.1692857,31.609293
13,15,1.2804586,31.50121
13,15,1.2083294,32.662746
13,15,1.2475665,30.60605
13,15,1.2623987,31.783485
13,15,1.1904782,31.812157
13,15,1.1324632,32.780254
13,15,1.3064954,31.391062
13,15,1.2167807,30.481909
13,15,1.2447556,32.38476
