nat_lable,advx_lable,perturbation,data_norm
13,8,1.6348296,32.188984
8,11,1.6368623,31.848043
12,11,1.6324874,31.77301
12,9,1.6215721,32.077984
13,16,1.6227702,31.599922
11,8,1.6235986,31.441916
12,9,1.6349411,32.541054
16,9,1.6293751,33.378136
10,9,1.6298602,32.952057
13,11,1.6300519,31.653542
13,11,1.625725,31.886496
13,9,1.5926074,30.960346
13,16,1.6169246,30.328527
13,12,1.6151205,31.107565
12,13,1.6138039,31.968838
10,16,1.6119664,31.726297
15,10,1.6134696,32.67021
13,15,1.613135,32.779346
15,14,1.6159737,31.660975
13,10,1.621734,31.54079
13,15,1.6129797,30.966125
15,13,1.5992843,32.10356
10,13,1.6090317,32.354137
15,13,1.6259694,32.217426
13,15,1.6192007,32.196125
13,15,1.6041241,32.556755
13,16,1.6161604,31.868597
13,15,1.6100364,31.34733
15,13,1.6270683,31.733568
15,13,1.6036752,31.055973
13,15,1.6092229,32.358887
13,15,1.6133053,31.621878
13,16,1.6252754,30.853508
13,15,1.6049318,32.37384
13,16,1.6146137,31.801147
13,15,1.566688,32.16389
13,15,1.6180519,33.00607
13,15,1.5727576,31.206928
13,14,1.6027172,32.49925
13,15,1.574374,31.91681
13,15,1.6180897,31.915413
13,15,1.5981139,32.870544
13,15,1.5931648,32.679752
15,13,1.602919,32.385674
13,15,1.6111627,31.832817
13,15,1.6157079,33.10569
15,14,1.570886,31.60026
13,15,1.5903752,33.041195
13,15,1.5758598,32.440083
13,15,1.6044605,32.319332
13,13,1.6650717,31.474142
13,15,1.5875664,31.345676
13,15,1.6081876,32.40594
13,15,1.6024022,32.19285
13,15,1.589863,32.318
13,15,1.5950164,31.054487
13,14,1.5620466,31.704174
13,15,1.5766368,32.22142
15,13,1.6076741,31.251066
13,15,1.5590557,32.436176
13,15,1.5595174,33.03791
13,15,1.5521824,32.220654
13,15,1.6049695,32.456585
13,15,1.5811279,31.272543
13,15,1.5848347,30.553427
13,15,1.6017885,32.177723
13,15,1.5832593,32.320957
13,15,1.5750607,31.04536
13,15,1.5863408,33.28189
13,15,1.5986154,32.44638
13,13,1.598417,32.630665
13,15,1.5981059,32.913677
13,15,1.5920798,32.118755
13,15,1.5736496,32.80585
13,16,1.5963919,32.550716
13,15,1.5449221,31.776361
13,9,1.5889107,32.333496
13,13,1.6672828,32.279877
13,15,1.5768574,31.647877
13,15,1.5954009,33.392143
13,15,1.6136713,31.950623
13,15,1.5773209,31.865925
13,15,1.5545381,32.889183
13,15,1.5956187,31.575583
13,15,1.6140873,32.259296
13,15,1.5987724,32.876774
13,13,1.6691604,32.85747
13,15,1.5844114,32.133854
13,13,1.6088651,31.536985
13,15,1.6161903,31.186405
13,13,1.6728084,31.60274
13,15,1.6023502,32.06128
13,15,1.5971962,31.802044
13,13,1.6688007,32.194496
13,15,1.6125838,32.15516
13,15,1.5395054,32.023037
13,15,1.6012563,32.432404
13,15,1.5874225,32.72678
13,15,1.5860983,31.960608
13,15,1.5764613,32.5093
13,15,1.6178972,31.404848
13,13,1.6681678,31.057072
13,15,1.587369,32.950867
13,15,1.563705,32.045124
13,13,1.6606771,32.86469
13,13,1.6602,31.753984
13,14,1.6024023,32.359146
13,15,1.5354704,31.661531
13,15,1.5940078,32.498238
13,15,1.600447,32.595745
13,15,1.5335003,31.609293
13,15,1.612241,31.50121
13,15,1.6042668,32.662746
13,15,1.6220299,30.60605
13,15,1.6409041,31.783485
13,15,1.605448,31.812157
13,15,1.5743437,32.780254
13,15,1.6036367,31.391062
13,15,1.5620768,30.481909
13,15,1.5902324,32.38476
