nat_lable,advx_lable,perturbation,data_norm
13,8,1.6501284,32.188984
8,11,1.6496884,31.848043
12,11,1.6863263,31.77301
12,9,1.4764463,32.077984
13,16,1.6779726,31.599922
11,8,1.7864238,31.441916
12,9,1.7171491,32.541054
16,9,1.6045381,33.378136
10,9,1.4892657,32.952057
13,11,1.5990986,31.653542
13,11,1.691223,31.886496
13,9,1.5516317,30.960346
13,16,1.665671,30.328527
13,12,1.5405116,31.107565
12,13,1.5829631,31.968838
10,16,1.6901709,31.726297
15,10,1.5347594,32.67021
13,16,1.7113478,32.779346
15,14,1.5029366,31.660975
13,10,1.4637655,31.54079
13,15,1.5685741,30.966125
15,13,1.5566342,32.10356
10,13,1.5841817,32.354137
15,13,1.6175077,32.217426
13,15,1.5163156,32.196125
13,11,1.3755786,32.556755
13,16,1.6585318,31.868597
13,10,1.4370954,31.34733
15,13,1.3587499,31.733568
15,13,1.4169734,31.055973
13,15,1.5066179,32.358887
13,15,1.5330225,31.621878
13,15,1.5332093,30.853508
13,15,1.4636034,32.37384
13,14,1.5305709,31.801147
13,15,1.4921871,32.16389
13,15,1.5535446,33.00607
13,15,1.4715623,31.206928
13,16,1.5472182,32.49925
13,15,1.483211,31.91681
13,15,1.4965519,31.915413
13,11,1.4993863,32.870544
13,15,1.4215951,32.679752
15,13,1.4245903,32.385674
13,15,1.488064,31.832817
13,15,1.5163491,33.10569
15,14,1.3734134,31.60026
13,10,1.4702481,33.041195
13,10,1.5067443,32.440083
13,16,1.4388058,32.319332
13,13,1.6348748,31.474142
13,15,1.4292998,31.345676
13,15,1.5508015,32.40594
13,15,1.530976,32.19285
13,16,1.5297725,32.318
13,10,1.479288,31.054487
13,15,1.502738,31.704174
13,10,1.5143907,32.22142
15,13,1.4333689,31.251066
13,15,1.4440882,32.436176
13,15,1.4231747,33.03791
13,10,1.4853374,32.220654
13,15,1.4912066,32.456585
13,15,1.555887,31.272543
13,10,1.483436,30.553427
13,15,1.448697,32.177723
13,15,1.4754192,32.320957
13,15,1.4576049,31.04536
13,15,1.5282612,33.28189
13,15,1.5275475,32.44638
13,15,1.366448,32.630665
13,15,1.4686066,32.913677
13,15,1.4974461,32.118755
13,15,1.274425,32.80585
13,16,1.4507968,32.550716
13,15,1.3924896,31.776361
13,16,1.486607,32.333496
13,13,1.6764038,32.279877
13,10,1.4292285,31.647877
13,10,1.542011,33.392143
13,15,1.4471353,31.950623
13,12,1.5482529,31.865925
13,15,1.5036217,32.889183
13,15,1.5022984,31.575583
13,12,1.4975367,32.259296
13,15,1.4999704,32.876774
13,13,1.6371251,32.85747
13,10,1.4705793,32.133854
13,15,1.4588851,31.536985
13,15,1.3989043,31.186405
13,13,1.6232324,31.60274
13,15,1.476664,32.06128
13,15,1.3647795,31.802044
13,13,1.6275247,32.194496
13,16,1.4964294,32.15516
13,15,1.4823518,32.023037
13,15,1.5435069,32.432404
13,12,1.4851607,32.72678
13,15,1.5613543,31.960608
13,15,1.481337,32.5093
13,16,1.4461799,31.404848
13,13,1.6430112,31.057072
13,11,1.472132,32.950867
13,15,1.4786596,32.045124
13,13,1.6092662,32.86469
13,13,1.6486521,31.753984
13,14,1.3740605,32.359146
13,11,1.3331711,31.661531
13,10,1.404985,32.498238
13,15,1.4785429,32.595745
13,15,1.4603906,31.609293
13,15,1.5468165,31.50121
13,15,1.4735013,32.662746
13,15,1.4849794,30.60605
13,15,1.4860076,31.783485
13,15,1.4372467,31.812157
13,10,1.4459846,32.780254
13,15,1.5842471,31.391062
13,15,1.4851559,30.481909
13,15,1.5458939,32.38476
